Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.980709	0.102873	0.324711	0.0746461
0.93066	0.107345	0.297438	0.0473554
0.661438	0.67432	0.685065	0.0850208
0.34789	0.0683986	0.24434	0.084535
0.745356	0.778644	0.22847	0.0621167
0.385938	0.0575043	0.279346	0.123636
0.189824	0.0841888	0.297466	0.0538076
0.944434	0.128218	0.364345	0.128612
0.944434	0.128218	0.364345	0.128612
0.927219	0.179737	0.317047	0.0384218
0.398137	0.0581116	0.334264	0.0916124
0.549967	0.100716	0.349062	0.216133
0.745356	0.745356	0.0893836	0.0381738
0.645502	0.184728	0.342255	0.0461801
0.246154	0.123836	0.376062	0.0463093
0.524366	0.122173	0.265878	0.167311
0.395636	0.0530398	0.43004	0.159049
0.351923	0.0745733	0.31992	0.251576
0.558807	0.161715	0.422429	0.0428475
0.434178	0.0477484	0.220853	0.529347
0.361259	0.0622869	0.32799	0.429334
0.421848	0.0527942	0.302913	0.598228
0.828955	0.131911	0.240707	0.0485238
0.159614	0.0581198	0.0701365	0.0890921
0.43589	0.435114	0.0502549	0.0250371
0.656073	0.108096	0.310738	0.131199
0.70672	0.101379	0.368299	0.154847
0.196107	0.0805859	0.0724806	0.0448088
0.433082	0.119598	0.264943	0.0560002
0.211344	0.0510701	0.226699	0.165896
0.469657	0.201346	0.382725	0.0950247
0.304911	0.179888	0.287167	0.0600709
0.472139	0.101601	0.223774	0.0643765
0.979796	0.52983	0.305939	0.0565583
0.588675	0.199599	0.40905	0.0452367
0.196935	0.0418663	0.289829	0.08869
0.186625	0.0841888	0.440636	0.0538076
0.944434	0.128218	0.364345	0.128612
0.270343	0.0583473	0.336899	0.105792
0.783968	0.0726655	0.350867	0.188101
0.538889	0.158933	0.290861	0.0374851
1	1	0.43589	0.314558
0.30687	0.0552617	0.244308	0.238131
0.902005	0.167648	0.334736	0.0534723
0.308842	0.0915398	0.179206	0.137182
0.833774	0.471125	0.369389	0.0511777
0.345384	0.234738	0.491128	0.0438052
0.96518	0.110539	0.354065	0.100207
0.35844	0.0855931	0.204699	0.437636
0.130055	0.0934272	0.186162	0.0548921
0.269634	0.197513	0.440802	0.0416437
0.194248	0.0832129	0.286803	0.0885913
0.964643	0.186292	0.367155	0.114718
0.911167	0.243628	0.264559	0.0570618
0.304911	0.275029	0.0528844	0.0260117
0.399653	0.39663	0.457095	0.0713356
0.666241	0.142543	0.337679	0.0764443
0.2635	0.209044	0.062505	0.0559019
0.968474	0.410648	0.312254	0.0400805
0.326047	0.083213	0.177716	0.0832524
0.445824	0.0848573	0.369514	0.188331
0.483259	0.180438	0.274068	0.0350702
0.866025	1	0.667413	0.130562
0.2215	0.10603	0.225347	0.0395633
0.498403	0.083099	0.258419	0.0861453
0.320145	0.297698	0.0753503	0.0259829
0.974996	0.515154	0.192731	0.0431429
0.416598	0.292924	0.0700426	0.0503025
0.376839	0.0890402	0.310553	0.0532675
0.29567	0.0641401	0.142006	0.144084
0.42428	0.114966	0.229988	0.0470301
1	1	0.977143	0.323829
0.364822	0.0900331	0.350255	0.13858
0.612271	0.167798	0.249996	0.0533199
0.380343	0.0451244	0.252077	0.541733
0.268234	0.134159	0.151784	0.0437168
0.961657	0.118102	0.286163	0.0654581
0.377143	0.0886514	0.328815	0.214536
0.496657	0.148941	0.268875	0.0463728
0.837184	0.210124	0.343084	0.0511468
0.43589	0.435114	0.0498059	0.0250371
0.908239	0.19579	0.284959	0.0406468
0.157541	0.0581198	0.367073	0.086738
0.60666	0.119737	0.269977	0.0921906
0.245963	0.076523	0.395749	0.0605585
0.376491	0.154483	0.260328	0.0314622
0.478775	0.067958	0.405728	0.49883
0.952643	0.414958	0.348238	0.0412586
0.303368	0.0485905	0.259408	0.603373
0.866025	0.866025	0.883472	0.201245
0.572057	0.135042	0.26913	0.0397415
0.57496	0.450446	0.476966	0.0660322
0.544343	0.108098	0.348851	0.233287
0.335363	0.0876563	0.447641	0.0843184
0.190861	0.083213	0.420324	0.0798635
0.889222	0.144531	0.357203	0.0562395
0.43589	0.470882	0.125038	0.0399183
0.892354	0.171064	0.33527	0.0474143
0.883065	0.11853	0.316107	0.101686
0.760492	0.108056	0.335297	0.197364
0.190861	0.0832129	0.367645	0.0798637
0.722453	0.203212	0.248353	0.0585446
0.57496	0.609795	0.47705	0.0634403
0.84265	0.500356	0.357056	0.0531255
0.974704	0.23299	0.253472	0.0483547
0.746361	0.116899	0.304384	0.0748979
0.157541	0.0581198	0.319975	0.086738
0.297175	0.045789	0.346136	0.200973
0.449229	0.0604727	0.386033	0.385603
0.376491	0.154483	0.183912	0.032624
0.911167	0.217852	0.244507	0.0494611
0.88799	0.0911715	0.306293	0.114433
0.283304	0.0685657	0.195772	0.143175
0.77009	0.0830828	0.383283	0.15118
0.407862	0.414232	0.0569551	0.0312925
0.661438	0.367342	0.205621	0.0377987
0.159614	0.0583473	0.276209	0.0981412
0.557368	0.0784214	0.228253	0.518391
0.498888	0.356783	0.29273	0.0517486
0.189824	0.0841888	0.118003	0.054581
0.31225	0.297625	0.115732	0.0291481
0.247595	0.0511211	0.199797	0.120989
0.96807	0.121585	0.340568	0.0738581
0.947493	0.184605	0.287548	0.0423936
0.944434	0.128218	0.364345	0.128612
0.641902	0.092692	0.331176	0.045215
0.241347	0.0471589	0.203871	0.0618241
0.430983	0.132815	0.236149	0.069234
0.498888	0.516391	0.0863445	0.034165
0.990385	0.18317	0.34411	0.0753773
0.492339	0.0553608	0.19697	0.596232
0.192639	0.0805859	0.37864	0.0434873
0.157541	0.0581198	0.367073	0.086738
0.24011	0.12614	0.57786	0.0449729
0.258331	0.038685	0.377232	0.486635
0.399653	0.257467	0.296457	0.0498688
0.553694	0.0575348	0.429664	0.108842
0.237332	0.183788	0.11673	0.022261
0.553983	0.155154	0.39762	0.095268
0.194248	0.083213	0.342636	0.0798635
0.523961	0.251987	0.48353	0.0470837
0.700238	0.445984	0.475334	0.0577494
0.266011	0.126789	0.299078	0.0856401
0.308705	0.125627	0.254644	0.0852092
1	0.187387	0.34411	0.0753769
0.727823	0.134823	0.397468	0.055156
0.304174	0.0456695	0.238318	0.526733
0.394332	0.0656573	0.226129	0.123225
0.189824	0.0818228	0.233428	0.0602892
0.610979	0.402903	0.256278	0.0531047
0.367088	0.101067	0.294573	0.046506
0.699854	0.164242	0.259997	0.0667071
0.70672	0.101379	0.368299	0.154847
0.439809	0.0555328	0.309873	0.198375
1	0.208626	0.299684	0.0564608
0.269634	0.174805	0.277624	0.0437434
0.449617	0.0863863	0.340855	0.0883529
0.223266	0.053953	0.37452	0.278219
0.967914	0.283119	0.279512	0.0369833
0.191403	0.0389623	0.158038	0.214199
0.745356	0.745356	0.727175	0.147747
0.639192	0.0971128	0.262306	0.0572489
0.190861	0.083213	0.367645	0.0798635
0.947493	0.184605	0.287548	0.0423936
0.942809	0.840896	0.437239	0.0602769
0.942809	0.695593	0.397174	0.0652806
0.585113	0.109518	0.349018	0.0979725
0.85864	0.158918	0.314149	0.103752
0.552771	0.579968	0.612536	0.067118
0.332542	0.068211	0.170746	0.448067
0.813064	0.18653	0.263096	0.0435436
0.242759	0.0380401	0.173212	0.161314
0.251662	0.15808	0.450108	0.0730414
0.479851	0.0928834	0.14875	0.0999765
0.282044	0.0403856	0.350017	0.745073
0.276276	0.0635928	0.223783	0.122031
0.186625	0.0841888	0.440636	0.0538076
0.188233	0.0447886	0.277232	0.244656
0.745321	0.125892	0.278591	0.0720645
0.274018	0.0387797	0.296719	0.700049
0.692851	0.102768	0.324316	0.120198
0.267763	0.0583473	0.346878	0.0975925
0.975693	0.218864	0.257728	0.0472641
0.944434	0.128218	0.364345	0.128612
0.440648	0.106031	0.265464	0.0530754
0.644635	0.103798	0.368028	0.0891968
0.934632	0.283175	0.380374	0.0420629
0.912805	0.090896	0.334161	0.131244
0.958039	0.189592	0.313788	0.0535562
0.24011	0.12614	0.57786	0.0449729
0.480017	0.0699978	0.461994	0.231698
0.269634	0.170601	0.289969	0.0442552
0.115494	0.0379174	0.430595	0.0995943
0.299162	0.0451184	0.22528	0.119051
0.60887	0.094569	0.349284	0.0825211
0.641821	0.127958	0.377398	0.0810077
0.171386	0.0827737	0.354947	0.0463871
0.4316	0.05322	0.269512	0.33535
0.8	0.492363	0.296368	0.0305652
0.416598	0.289824	0.355835	0.047719
0.69687	0.207472	0.242952	0.0565012
0.263221	0.040151	0.261458	0.580437
0.478804	0.285189	0.282239	0.036681
0.331052	0.0749698	0.332514	0.250931
0.294652	0.0646066	0.121998	0.0780308
0.455861	0.386219	0.656856	0.0567837
0.990826	0.204506	0.299684	0.0564609
0.377705	0.251191	0.253375	0.0488716
0.353635	0.0558838	0.155693	0.182735
0.912811	0.608543	0.51681	0.0647295
0.6	0.34953	0.0938729	0.0469764
0.259857	0.210338	0.218961	0.0559019
0.316185	0.107015	0.231278	0.188164
0.992157	0.528252	0.257228	0.0490255
0.931777	0.251494	0.312868	0.050454
0.630982	0.0886577	0.22812	0.0479572
0.9276	0.797235	0.551003	0.0604042
1	0.187387	0.34411	0.0753769
0.912805	0.090896	0.334161	0.131244
0.426321	0.0711711	0.268798	0.080978
0.43589	0.470882	0.109917	0.0610408
0.338968	0.0459626	0.267364	0.319067
0.745154	0.376888	0.306569	0.0305882
0.475453	0.13951	0.258213	0.0416498
0.866025	0.883117	0.355868	0.0621782
0.656311	0.127539	0.373954	0.0905453
0.31225	0.179114	0.12971	0.0521426
