Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.936779	0.370012	0.383402	0.233918
0.903508	0.680876	0.416573	0.167832
0.204566	0.0705781	0.302918	0.298803
0.942809	0.942809	0.880647	0.792548
0.612271	0.380559	0.310009	0.105295
0.399653	0.404876	0.0960317	0.0857915
0.965453	0.824906	0.355044	0.0951834
1	1	0.866025	0.866025
0.928032	0.356779	0.435932	0.273359
0.3676	0.300949	0.198469	0.112703
0.781767	0.722961	0.456523	0.104018
0.532939	0.545996	0.450601	0.154405
0.967278	0.833333	0.514115	0.205065
0.979796	0.877383	0.361998	0.265293
1	0.454226	0.455643	0.263523
0.750252	0.486681	0.314788	0.112014
0.410927	0.288074	0.220049	0.179249
0.638971	0.432541	0.256484	0.167775
1	0.870551	0.495303	0.132755
0.616006	0.591654	0.314526	0.225568
0.853491	0.447263	0.488481	0.257306
0.933011	0.301586	0.432186	0.256378
0.942809	1	0.410839	0.266309
0.7607	0.611511	0.376584	0.137873
0.20864	0.19306	0.165061	0.370315
0.928032	0.356779	0.435932	0.273359
1	1	0.399653	0.305871
1	1	0.866025	0.866025
0.866025	0.866025	0.737264	0.324672
0.453098	0.260459	0.276552	0.439554
0.30888	0.259007	0.696059	0.229359
0.399653	0.305871	0.45566	0.14467
0.476365	0.145401	0.594443	0.234273
0.390722	0.126403	0.246589	0.300146
0.831479	0.649391	0.405669	0.224456
0.650631	0.513658	0.25678	0.146273
0.866025	0.866025	0.293486	0.30769
0.48293	0.377928	0.510649	0.192733
0.6	0.61725	0.0809941	0.0880106
0.304911	0.189799	0.457972	0.214166
0.235679	0.216377	0.0749093	0.175521
0.934461	0.253011	0.495697	0.513127
0.336895	0.375824	0.190718	0.0684325
0.745356	0.778644	0.258742	0.113467
0.515079	0.515079	0.162883	0.118171
0.9276	0.713288	0.627471	0.273811
0.473362	0.283809	0.4333	0.145003
0.235679	0.151939	0.216208	0.303257
0.443692	0.156481	0.412263	0.15896
0.843919	0.262291	0.4436	0.559517
0.347429	0.254059	0.199165	0.146412
0.783812	0.628914	0.354417	0.15264
0.866025	0.793701	0.623774	0.173502
0.558251	0.576889	0.206856	0.25635
0.484123	0.504441	0.164757	0.104295
0.634156	0.465001	0.324769	0.228692
0.994862	0.454618	0.488784	0.15028
0.320145	0.331529	0.0885873	0.0795271
0.942809	0.942809	0.92106	0.668174
0.387636	0.168095	0.221477	0.212144
0.745356	0.745356	0.432724	0.35611
0.484123	0.512331	0.149076	0.185787
1	1	0.937706	0.393506
0.532939	0.58259	0.116718	0.0674968
0.63197	0.513226	0.20775	0.118688
0.230238	0.151939	0.467025	0.282494
0.397024	0.182356	0.267572	0.320721
0.526888	0.219773	0.228024	0.247688
0.896003	0.388719	0.415545	0.178241
0.866025	0.866025	0.362303	0.332326
0.364931	0.383491	0.0689048	0.0507293
0.638971	0.568675	0.228736	0.116092
0.349717	0.308255	0.189368	0.192977
0.365872	0.281801	0.218685	0.0879715
0.9276	0.872971	0.32971	0.257518
1	1	0.780625	0.754189
1	1	0.532939	0.544946
0.342098	0.159133	0.398688	0.485229
0.785601	0.459969	0.430073	0.126225
1	1	0.6	0.6
1	1	0.696284	0.545634
1	1	0.320145	0.246262
