Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.337915	0.330718	0.105778	0.0949188
0.745356	0.745356	0.432724	0.487593
0.27467	0.276267	0.107941	0.151386
0.962091	0.720037	0.367429	0.129051
0.870664	0.394124	0.466555	0.620349
0.27467	0.27295	0.302735	0.249484
1	1	0.745356	0.682558
0.414232	0.331276	0.266832	0.225659
0.8	0.685752	0.322795	0.294934
0.661438	0.661438	0.216091	0.238257
0.793701	0.793701	0.887989	0.893554
0.92603	0.761359	0.410953	0.17406
0.425918	0.4616	0.262491	0.174523
0.6	0.6	0.807784	0.556728
0.380995	0.382203	0.464897	0.299314
0.866025	0.866025	0.433266	0.440919
0.962091	0.930446	0.577108	0.323006
0.659831	0.34703	0.456549	0.481489
0.658373	0.68181	0.262048	0.200173
0.826542	0.398559	0.452704	0.255212
1	0.766672	0.434283	0.213276
0.337915	0.244696	0.529738	0.197538
0.742497	0.671007	0.585207	0.180158
0.866025	0.916486	0.199709	0.195167
0.953633	0.594655	0.505183	0.376365
0.6	0.642933	0.140004	0.0802883
0.468793	0.468793	0.276655	0.288088
0.34924	0.234141	0.419144	0.529344
1	1	0.609507	0.609507
0.916515	0.752992	0.296075	0.172926
0.655767	0.632962	0.388586	0.228531
0.473248	0.270123	0.485637	0.232382
0.903508	0.689324	0.320163	0.179016
1	1	0.334332	0.351326
0.870664	0.394124	0.466555	0.620349
0.941893	0.476355	0.445623	0.255293
0.8	0.840896	0.288704	0.328551
0.672912	0.741769	0.340615	0.161474
0.426217	0.196105	0.315587	0.566788
0.445239	0.268364	0.389089	0.404498
0.636316	0.561575	0.521231	0.212451
1	1	0.949762	0.598284
0.347985	0.361741	0.495087	0.254582
0.661438	0.661438	0.231589	0.102669
0.347985	0.229661	0.780071	0.32614
0.626403	0.367992	0.389462	0.503707
0.674209	0.633616	0.322467	0.269987
0.347985	0.27324	0.702147	0.272686
0.399653	0.421319	0.167368	0.1966
0.604084	0.584472	0.493585	0.247088
1	1	0.714143	0.628533
0.337915	0.244696	0.454454	0.184801
0.5	0.5	0.980769	0.534264
0.468793	0.468793	0.886029	0.499932
0.824942	0.706527	0.448813	0.221404
0.916515	0.70366	0.362805	0.232125
0.472007	0.196285	0.448423	0.231988
0.668003	0.288886	0.467753	0.333163
0.429806	0.207664	0.386288	0.692634
0.880505	0.752992	0.340539	0.244201
0.399653	0.382203	0.398524	0.299314
1	1	0.441047	0.365134
0.325152	0.252749	0.698255	0.231174
0.404314	0.434567	0.306944	0.331305
0.399653	0.335161	0.563722	0.427882
0.760211	0.947323	0.23838	0.187181
0.771587	0.404527	0.438246	0.615255
0.953633	0.594655	0.505183	0.376365
0.380995	0.347665	0.727942	0.458946
0.27467	0.175203	0.491719	0.646522
0.628539	0.628539	0.31492	0.246385
0.942809	0.877383	0.913466	0.479521
0.866025	1	0.389541	0.294697
0.920104	0.847271	0.465802	0.236114
0.428206	0.346089	0.438917	0.579479
0.961024	0.961024	0.461218	0.220463
0.347985	0.320483	0.249279	0.129247
0.316972	0.205695	0.545661	0.515114
0.455138	0.219045	0.523496	0.342464
0.399653	0.406299	0.170161	0.429753
0.791264	0.770635	0.287242	0.221647
0.994987	0.657927	0.415068	0.319163
0.635951	0.342208	0.690161	0.249963
0.941893	0.476355	0.445623	0.255293
0.952441	0.793701	0.634961	0.524859
0.879014	0.879014	0.602605	0.109949
0.663892	0.471692	0.358751	0.105433
0.35089	0.218119	0.281282	0.470976
0.942809	0.942809	0.581951	0.414373
0.458123	0.311852	0.348441	0.409154
0.387586	0.288059	0.234295	0.19984
0.635609	0.455726	0.369653	0.4048
0.947685	0.425956	0.549402	0.604867
0.628539	0.63059	0.525321	0.317778
0.661438	0.684663	0.124995	0.150435
0.6	0.6	0.191557	0.152091
0.587087	0.565218	0.492972	0.230906
0.942809	0.942809	0.570416	0.495417
0.533734	0.356747	0.342624	0.17958
0.942809	0.6	0.398133	0.218475
0.945888	0.504006	0.536657	0.256251
1	1	0.975395	0.957058
0.380986	0.461904	0.167168	0.238665
1	1	1	1
0.745356	0.745356	0.309067	0.365267
0.9276	0.752181	0.426085	0.157559
0.661438	0.661438	0.107461	0.12773
0.947685	0.425956	0.549402	0.604867
0.866025	0.866025	0.797124	0.682363
0.759934	0.709225	0.360079	0.208886
0.266812	0.196929	0.557838	0.374954
0.681637	0.403404	0.432516	0.581294
0.35242	0.149402	0.266048	0.651158
