Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.594636	0.628893	0.408069	0.287099
0.961024	0.961024	0.56503	0.443553
0.300863	0.299191	0.37913	0.647411
0.371154	0.248915	0.692753	0.587334
0.866025	0.866025	0.31264	0.332204
0.923077	0.923077	0.698458	0.516902
0.470588	0.481137	0.202779	0.153817
1	1	1	1
0.942809	0.942809	0.485622	0.531823
1	1	0.942809	0.942809
0.377705	0.391071	0.218616	0.282289
0.986068	0.569268	0.612269	0.703827
0.788137	0.807892	0.430046	0.358425
0.699854	0.699854	0.591355	0.591355
0.492517	0.361587	0.553684	0.594008
1	1	0.745356	0.745356
0.44397	0.397889	0.810206	0.337996
1	1	0.979796	0.956101
0.844405	0.745898	0.508048	0.397589
0.928869	0.928869	0.508878	0.495285
0.866025	0.866025	0.6875	0.685013
0.652343	0.511753	0.490228	0.461723
0.880211	0.880211	0.443941	0.239856
0.699854	0.699854	0.764892	0.75307
0.682558	0.682558	0.94743	0.803946
0.745356	0.745356	0.30739	0.275118
0.979796	0.948377	0.531202	0.470244
0.66	0.483045	0.363386	0.663069
0.866025	0.866025	0.31264	0.332204
0.793701	0.944941	0.562658	0.663297
0.371154	0.248915	0.692753	0.587334
0.866025	0.916486	0.396844	0.353428
0.835953	0.556384	0.527036	0.652007
0.866025	0.866025	0.566234	0.566234
0.595728	0.437614	0.636855	0.742786
0.844405	0.745898	0.508048	0.397589
0.857143	0.857143	0.808804	0.766464
1	1	0.993808	0.993808
0.726184	0.53748	0.546017	0.425092
1	0.894457	0.57212	0.3631
0.443117	0.349435	0.489574	0.563966
0.377705	0.391071	0.449698	0.248016
0.745356	0.745356	0.506996	0.550714
0.371154	0.27806	0.334904	0.501843
0.851835	0.849359	0.514969	0.385991
0.8	0.731246	0.38406	0.200545
