Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.235017	0.125486	0.238715	0.0643082
0.498361	0.213076	0.19609	0.0495117
0.889423	0.172068	0.430545	0.0866714
1	0.899029	0.400279	0.0652912
0.369245	0.120072	0.220525	0.164319
0.812864	0.236059	0.332999	0.0575915
0.817329	0.259765	0.386282	0.0761347
0.607305	0.155131	0.252295	0.0649341
0.533017	0.137257	0.333764	0.0541477
0.249394	0.129663	0.36924	0.0554505
0.347985	0.233499	0.567632	0.0892602
0.601395	0.121483	0.357873	0.0952188
0.953642	0.429432	0.37676	0.0503518
0.336154	0.0560965	0.486159	0.251892
0.934067	0.15974	0.316821	0.120689
0.604089	0.115288	0.365141	0.114262
0.423344	0.0704144	0.245954	0.230389
0.511648	0.0971949	0.396512	0.0709161
0.399196	0.0850532	0.173273	0.209006
0.43914	0.072716	0.37468	0.0619001
0.566598	0.164031	0.321209	0.0642939
0.785403	0.114805	0.433003	0.191931
0.960759	0.151878	0.335017	0.103598
0.455322	0.122908	0.195703	0.0652589
0.476815	0.135651	0.236036	0.068352
0.63466	0.187355	0.258239	0.0587882
0.190744	0.107888	0.0747214	0.0468061
0.198519	0.116664	0.487152	0.0652132
0.30888	0.26601	0.536286	0.0678221
0.687613	0.176095	0.406253	0.0597245
0.770017	0.0918271	0.327883	0.214
0.455322	0.122908	0.195703	0.0652589
0.502703	0.130737	0.494779	0.0791032
0.72445	0.262078	0.279624	0.0525627
0.561827	0.276475	0.332245	0.0583803
0.796989	0.133823	0.290917	0.0712718
0.518323	0.150628	0.203305	0.0491089
0.306623	0.0802308	0.300375	0.328732
0.989743	0.738919	0.30885	0.0431495
0.42484	0.252761	0.305508	0.0568293
0.701219	0.138189	0.281989	0.071298
0.595587	0.383259	0.213976	0.0648597
0.973658	0.152757	0.338673	0.106759
0.875269	0.089713	0.352237	0.287588
0.326368	0.0724181	0.194574	0.493445
0.857315	0.294262	0.392972	0.0670408
0.391918	0.28549	0.311254	0.0775126
0.934067	0.15974	0.316821	0.120689
0.985457	0.150363	0.347201	0.0917882
0.527125	0.124533	0.36423	0.0927596
0.773122	0.347922	0.32611	0.0521325
1	1	0.745356	0.631549
0.240746	0.195679	0.0672272	0.0446041
0.72301	0.110137	0.430347	0.176725
0.205556	0.0901164	0.357708	0.0707324
0.974767	0.128615	0.342105	0.0767417
0.712078	0.36868	0.255594	0.045664
0.925579	0.447505	0.339307	0.056435
0.800776	0.23267	0.380012	0.0616517
0.693055	0.0934084	0.423161	0.26641
0.249387	0.117685	0.248845	0.111204
